"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","19","Тест получения неактивных пользователей [2] {days=2}, 200, []","","Tue Apr 01 01:34:54 GMT 2025","passed","Tue Apr 01 01:34:54 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetInactiveUsers"
"","23","Тест регистрации пользователя [2] {userName=Alice}, 400, Missing parameters","","Tue Apr 01 01:34:54 GMT 2025","passed","Tue Apr 01 01:34:54 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration"
"","17","Тест записи сессии [1] {userId=user1, loginTime=2025-03-27T01:34:52.122541005, logoutTime=2025-03-30T01:34:52.122541005}, 200, Session recorded","","Tue Apr 01 01:34:54 GMT 2025","passed","Tue Apr 01 01:34:54 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession"
"","17","Тест записи сессии [3] {userId=user1, logoutTime=2025-03-30T01:34:52.122541005}, 400, Missing parameters","","Tue Apr 01 01:34:54 GMT 2025","passed","Tue Apr 01 01:34:54 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession"
"","4","testGetUserStatus(long, String) [6] 61, Active","","Tue Apr 01 01:34:56 GMT 2025","passed","Tue Apr 01 01:34:56 GMT 2025","","org.itmo.testing.lab2.service.UserStatusServiceTest","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus"
"","0","Тест получения для несуществующего юзера","","Tue Apr 01 01:34:54 GMT 2025","skipped","Tue Apr 01 01:34:54 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetTotalActivityForNotExistsUser"
"","16","Тест регистрации пользователя [4] {userId=user1, userName=Alice}, 400, User already registered","","Tue Apr 01 01:34:54 GMT 2025","passed","Tue Apr 01 01:34:54 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration"
"","4","testGetUserStatus(long, String) [5] 60, Active","","Tue Apr 01 01:34:56 GMT 2025","passed","Tue Apr 01 01:34:56 GMT 2025","","org.itmo.testing.lab2.service.UserStatusServiceTest","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus"
"","20","Тест получения месячной активности [6] {userId=user1, month=abc}, 400, Invalid data: Text 'abc' could not be parsed at index 0","","Tue Apr 01 01:34:54 GMT 2025","passed","Tue Apr 01 01:34:54 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity"
"","12","Тест получения месячной активности [5] {userId=user1, month=2025-03-30T01:34:52.122541005}, 400, Invalid data: Text '2025-03-30T01:34:52.122541005' could not be parsed, unparsed text found at index 7","","Tue Apr 01 01:34:54 GMT 2025","passed","Tue Apr 01 01:34:54 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity"
"","5","testGetUserStatus(long, String) [3] 121, Highly active","","Tue Apr 01 01:34:56 GMT 2025","passed","Tue Apr 01 01:34:56 GMT 2025","","org.itmo.testing.lab2.service.UserStatusServiceTest","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus"
"","5","testGetUserStatus(long, String) [4] 59, Inactive","","Tue Apr 01 01:34:56 GMT 2025","passed","Tue Apr 01 01:34:56 GMT 2025","","org.itmo.testing.lab2.service.UserStatusServiceTest","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus"
"","32","Тест получения общего времени активности","","Tue Apr 01 01:34:54 GMT 2025","passed","Tue Apr 01 01:34:54 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetTotalActivity"
"","7","testGetUserStatus(long, String) [2] 120, Highly active","","Tue Apr 01 01:34:56 GMT 2025","passed","Tue Apr 01 01:34:56 GMT 2025","","org.itmo.testing.lab2.service.UserStatusServiceTest","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus"
"","15","Тест получения месячной активности [1] {userId=user1, month=2025-03}, 200, {""2025-03-27"":4320}","","Tue Apr 01 01:34:54 GMT 2025","passed","Tue Apr 01 01:34:54 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity"
"","1203","Тест регистрации пользователя [1] {userId=user1, userName=Alice}, 200, User registered","","Tue Apr 01 01:34:53 GMT 2025","passed","Tue Apr 01 01:34:54 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration"
"","4","testGetUserLastSessionDate(LocalDateTime, List) [2] 2025-03-29T01:34:56.366355525, [Session[loginTime=2025-03-18T01:34:56.366362168, logoutTime=2025-03-19T01:34:56.366369371], Session[loginTime=2025-03-25T01:34:56.366375162, logoutTime=2025-03-27T01:34:56.366380462], Session[loginTime=2025-03-28T01:34:56.366385781, logoutTime=2025-03-29T01:34:56.366390911]]","","Tue Apr 01 01:34:56 GMT 2025","passed","Tue Apr 01 01:34:56 GMT 2025","","org.itmo.testing.lab2.service.UserStatusServiceTest","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserLastSessionDate"
"","15","Тест записи сессии [4] {userId=user1, loginTime=2025-03-27T01:34:52.122541005}, 400, Missing parameters","","Tue Apr 01 01:34:54 GMT 2025","passed","Tue Apr 01 01:34:54 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession"
"","4","testGetUserStatus(long, String) [7] 0, Inactive","","Tue Apr 01 01:34:56 GMT 2025","passed","Tue Apr 01 01:34:56 GMT 2025","","org.itmo.testing.lab2.service.UserStatusServiceTest","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus"
"","16","Тест получения неактивных пользователей [4] {days=abc}, 400, Invalid number format for days","","Tue Apr 01 01:34:54 GMT 2025","passed","Tue Apr 01 01:34:54 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetInactiveUsers"
"","3","testGetUserStatus(long, String) [8] 999, Highly active","","Tue Apr 01 01:34:56 GMT 2025","passed","Tue Apr 01 01:34:56 GMT 2025","","org.itmo.testing.lab2.service.UserStatusServiceTest","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus"
"","13","Тест получения месячной активности [2] {userId=user1, month=2025-02}, 200, {}","","Tue Apr 01 01:34:54 GMT 2025","passed","Tue Apr 01 01:34:54 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity"
"","19","Тест регистрации пользователя [3] {userId=user1}, 400, Missing parameters","","Tue Apr 01 01:34:54 GMT 2025","passed","Tue Apr 01 01:34:54 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration"
