"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","6","testGetUserStatus(long, String) [2] 120, Highly active","","Tue Apr 01 00:39:25 GMT 2025","passed","Tue Apr 01 00:39:25 GMT 2025","","org.itmo.testing.lab2.service.UserStatusServiceTest","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus"
"","14","Тест записи сессии [5] {loginTime=2025-03-27T00:39:20.876248808, logoutTime=2025-03-30T00:39:20.876248808, userId=user123123123}, 400, Invalid data: User not found","","Tue Apr 01 00:39:23 GMT 2025","passed","Tue Apr 01 00:39:23 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession"
"","0","testGetUserLastSessionDate_WithoutSessions(List)","","Tue Apr 01 00:39:25 GMT 2025","skipped","Tue Apr 01 00:39:25 GMT 2025","","org.itmo.testing.lab2.service.UserStatusServiceTest","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserLastSessionDate_WithoutSessions"
"","12","Тест получения месячной активности [6] {month=abc, userId=user1}, 400, Invalid data: Text 'abc' could not be parsed at index 0","","Tue Apr 01 00:39:23 GMT 2025","passed","Tue Apr 01 00:39:23 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity"
"","11","Тест получения неактивных пользователей [4] {days=abc}, 400, Invalid number format for days","","Tue Apr 01 00:39:23 GMT 2025","passed","Tue Apr 01 00:39:23 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetInactiveUsers"
"","12","Тест записи сессии [3] {logoutTime=2025-03-30T00:39:20.876248808, userId=user1}, 400, Missing parameters","","Tue Apr 01 00:39:23 GMT 2025","passed","Tue Apr 01 00:39:23 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession"
"","8","testGetUserStatus(long, String) [7] 0, Inactive","","Tue Apr 01 00:39:25 GMT 2025","passed","Tue Apr 01 00:39:25 GMT 2025","","org.itmo.testing.lab2.service.UserStatusServiceTest","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus"
"","1258","Тест регистрации пользователя [1] {userName=Alice, userId=user1}, 200, User registered","","Tue Apr 01 00:39:22 GMT 2025","passed","Tue Apr 01 00:39:23 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration"
"","17","Тест получения месячной активности [2] {month=2025-02, userId=user1}, 200, {}","","Tue Apr 01 00:39:23 GMT 2025","passed","Tue Apr 01 00:39:23 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity"
"","19","Тест регистрации пользователя [2] {userName=Alice}, 400, Missing parameters","","Tue Apr 01 00:39:23 GMT 2025","passed","Tue Apr 01 00:39:23 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration"
"","4","testGetUserStatus(long, String) [5] 60, Active","","Tue Apr 01 00:39:25 GMT 2025","passed","Tue Apr 01 00:39:25 GMT 2025","","org.itmo.testing.lab2.service.UserStatusServiceTest","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus"
"","11","Тест получения месячной активности [5] {month=2025-03-30T00:39:20.876248808, userId=user1}, 400, Invalid data: Text '2025-03-30T00:39:20.876248808' could not be parsed, unparsed text found at index 7","","Tue Apr 01 00:39:23 GMT 2025","passed","Tue Apr 01 00:39:23 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity"
"","0","Тест получения для юзера у которого нет сессий","","Tue Apr 01 00:39:23 GMT 2025","skipped","Tue Apr 01 00:39:23 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetTotalActivityForUserWithoutSessions"
"","4","testGetUserStatus(long, String) [4] 59, Inactive","","Tue Apr 01 00:39:25 GMT 2025","passed","Tue Apr 01 00:39:25 GMT 2025","","org.itmo.testing.lab2.service.UserStatusServiceTest","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserStatus"
"","13","Тест получения месячной активности [3] {month=2025-03}, 400, Missing parameters","","Tue Apr 01 00:39:23 GMT 2025","passed","Tue Apr 01 00:39:23 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetMonthlyActivity"
"","11","Тест получения неактивных пользователей [2] {days=2}, 200, []","","Tue Apr 01 00:39:23 GMT 2025","passed","Tue Apr 01 00:39:23 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetInactiveUsers"
"","5","testGetUserLastSessionDate(LocalDateTime, List) [2] 2025-03-29T00:39:25.112672637, [Session[loginTime=2025-03-18T00:39:25.112680261, logoutTime=2025-03-19T00:39:25.112688366], Session[loginTime=2025-03-25T00:39:25.112695339, logoutTime=2025-03-27T00:39:25.112701821], Session[loginTime=2025-03-28T00:39:25.112708593, logoutTime=2025-03-29T00:39:25.112714825]]","","Tue Apr 01 00:39:25 GMT 2025","passed","Tue Apr 01 00:39:25 GMT 2025","","org.itmo.testing.lab2.service.UserStatusServiceTest","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserLastSessionDate"
"","18","Тест записи сессии [1] {loginTime=2025-03-27T00:39:20.876248808, logoutTime=2025-03-30T00:39:20.876248808, userId=user1}, 200, Session recorded","","Tue Apr 01 00:39:23 GMT 2025","passed","Tue Apr 01 00:39:23 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testRecordSession"
"","0","Тест получения для несуществующего юзера","","Tue Apr 01 00:39:23 GMT 2025","skipped","Tue Apr 01 00:39:23 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testGetTotalActivityForNotExistsUser"
"","16","Тест регистрации пользователя [4] {userName=Alice, userId=user1}, 400, User already registered","","Tue Apr 01 00:39:23 GMT 2025","passed","Tue Apr 01 00:39:23 GMT 2025","","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","org.itmo.testing.lab2.integration.UserAnalyticsIntegrationTest","testUserRegistration"
"","8","testGetUserLastSessionDate(LocalDateTime, List) [1] 2025-03-29T00:39:25.112616072, [Session[loginTime=2025-03-28T00:39:25.112645677, logoutTime=2025-03-29T00:39:25.112654433]]","","Tue Apr 01 00:39:25 GMT 2025","passed","Tue Apr 01 00:39:25 GMT 2025","","org.itmo.testing.lab2.service.UserStatusServiceTest","org.itmo.testing.lab2.service.UserStatusServiceTest","testGetUserLastSessionDate"
